recipe_name,cuisine_type,meal_type,difficulty_level,prep_time_minutes,cook_time_minutes,servings,main_ingredients,all_ingredients,dietary_restrictions,instructions,nutritional_info
Korean Chicken Pilaf,Korean,Desserts,Medium,34,3,5,"Chicken, Eggs, Tomatoes","Chicken, Eggs, Tomatoes, Onion, Spices, Butter, Herbs","Vegetarian, Contains shellfish, Contains dairy","Prepare Chicken, Eggs, Tomatoes. Cook with Chicken, Eggs, Tomatoes, Onion, Spices, Butter, Herbs. Season and serve.","Calories: 376, Protein: 22g, Carbs: 73g, Fat: 6g"
American Rice Casserole,American,Lunch,Easy,14,174,4,"Rice, Lentils, Fish","Rice, Lentils, Fish, Garlic, Milk, Olive Oil, Yogurt",Gluten-free,"Prepare Rice, Lentils, Fish. Cook with Rice, Lentils, Fish, Garlic, Milk, Olive Oil, Yogurt. Season and serve.","Calories: 312, Protein: 30g, Carbs: 36g, Fat: 7g"
French Spinach Gratin,French,Dinner,Easy,5,118,1,"Spinach, Pork, Cheese","Spinach, Pork, Cheese, Spices, Cream, Yogurt, Soy Sauce",Halal,"Prepare Spinach, Pork, Cheese. Cook with Spinach, Pork, Cheese, Spices, Cream, Yogurt, Soy Sauce. Season and serve.","Calories: 472, Protein: 35g, Carbs: 43g, Fat: 6g"
African Rice Pilau,African,Lunch,Medium,58,123,6,"Rice, Pasta, Tomatoes","Rice, Pasta, Tomatoes, Milk, Garlic, Cream, Onion","Vegetarian, Kosher","Prepare Rice, Pasta, Tomatoes. Cook with Rice, Pasta, Tomatoes, Milk, Garlic, Cream, Onion. Season and serve.","Calories: 544, Protein: 13g, Carbs: 62g, Fat: 11g"
Indian Cheese Overnight Oats,Indian,Breakfast,Medium,35,33,6,"Cheese, Fish, Beef","Cheese, Fish, Beef, Soy Sauce, Butter, Chili, Yogurt",Contains dairy,"Prepare Cheese, Fish, Beef. Cook with Cheese, Fish, Beef, Soy Sauce, Butter, Chili, Yogurt. Season and serve.","Calories: 319, Protein: 37g, Carbs: 32g, Fat: 30g"
Japanese Eggs Salad,Japanese,Lunch,Medium,78,143,4,"Eggs, Spinach, Tofu","Eggs, Spinach, Tofu, Garlic, Butter, Milk, Sugar","Contains shellfish, Low-carb, Paleo","Prepare Eggs, Spinach, Tofu. Cook with Eggs, Spinach, Tofu, Garlic, Butter, Milk, Sugar. Season and serve.","Calories: 437, Protein: 6g, Carbs: 28g, Fat: 8g"
French Cheese Bowl,French,Breakfast,Hard,37,152,6,"Cheese, Pork, Lentils","Cheese, Pork, Lentils, Butter, Spices, Yogurt, Olive Oil","Kosher, Contains dairy, Paleo","Prepare Cheese, Pork, Lentils. Cook with Cheese, Pork, Lentils, Butter, Spices, Yogurt, Olive Oil. Season and serve.","Calories: 241, Protein: 28g, Carbs: 45g, Fat: 17g"
African Tofu Groundnut Stew,African,Breakfast,Medium,26,172,1,"Tofu, Mushrooms, Tomatoes","Tofu, Mushrooms, Tomatoes, Flour, Garlic, Olive Oil, Sugar",Halal,"Prepare Tofu, Mushrooms, Tomatoes. Cook with Tofu, Mushrooms, Tomatoes, Flour, Garlic, Olive Oil, Sugar. Season and serve.","Calories: 652, Protein: 5g, Carbs: 17g, Fat: 10g"
Thai Chicken Curry,Thai,Dinner,Medium,53,26,2,"Chicken, Spinach, Potatoes","Chicken, Spinach, Potatoes, Spices, Garlic, Flour, Honey","Low-carb, Contains dairy, Vegetarian","Prepare Chicken, Spinach, Potatoes. Cook with Chicken, Spinach, Potatoes, Spices, Garlic, Flour, Honey. Season and serve.","Calories: 212, Protein: 26g, Carbs: 32g, Fat: 5g"
Chinese Pasta Pudding,Chinese,Desserts,Medium,45,41,5,"Pasta, Mushrooms, Lentils","Pasta, Mushrooms, Lentils, Flour, Spices, Onion, Sugar","Kosher, Contains nuts","Prepare Pasta, Mushrooms, Lentils. Cook with Pasta, Mushrooms, Lentils, Flour, Spices, Onion, Sugar. Season and serve.","Calories: 430, Protein: 26g, Carbs: 14g, Fat: 22g"
Chinese Shrimp Bowl,Chinese,Desserts,Easy,90,139,2,"Shrimp, Tofu, Pork","Shrimp, Tofu, Pork, Olive Oil, Soy Sauce, Honey, Butter","Low-carb, Paleo, Halal","Prepare Shrimp, Tofu, Pork. Cook with Shrimp, Tofu, Pork, Olive Oil, Soy Sauce, Honey, Butter. Season and serve.","Calories: 311, Protein: 37g, Carbs: 68g, Fat: 6g"
Korean Lentils Kimchi Fried Rice,Korean,Lunch,Hard,20,50,7,"Lentils, Mushrooms, Spinach","Lentils, Mushrooms, Spinach, Onion, Yogurt, Butter, Soy Sauce","Paleo, Vegan","Prepare Lentils, Mushrooms, Spinach. Cook with Lentils, Mushrooms, Spinach, Onion, Yogurt, Butter, Soy Sauce. Season and serve.","Calories: 353, Protein: 36g, Carbs: 14g, Fat: 30g"
Middle Eastern Beef Frittata,Middle Eastern,Breakfast,Medium,60,90,6,"Beef, Pork, Spinach","Beef, Pork, Spinach, Milk, Cream, Spices, Herbs","Contains nuts, Gluten-free, Contains dairy","Prepare Beef, Pork, Spinach. Cook with Beef, Pork, Spinach, Milk, Cream, Spices, Herbs. Season and serve.","Calories: 664, Protein: 11g, Carbs: 47g, Fat: 8g"
Korean Chicken Bibimbap,Korean,Snacks,Easy,22,177,4,"Chicken, Shrimp, Pork","Chicken, Shrimp, Pork, Yogurt, Onion, Spices, Cream","Contains dairy, Halal, Paleo","Prepare Chicken, Shrimp, Pork. Cook with Chicken, Shrimp, Pork, Yogurt, Onion, Spices, Cream. Season and serve.","Calories: 224, Protein: 30g, Carbs: 78g, Fat: 7g"
African Pasta Pilau,African,Breakfast,Easy,31,129,6,"Pasta, Beef, Lentils","Pasta, Beef, Lentils, Cream, Yogurt, Soy Sauce, Olive Oil",Contains nuts,"Prepare Pasta, Beef, Lentils. Cook with Pasta, Beef, Lentils, Cream, Yogurt, Soy Sauce, Olive Oil. Season and serve.","Calories: 698, Protein: 25g, Carbs: 50g, Fat: 21g"
Spanish Eggs Salad,Spanish,Desserts,Medium,35,19,4,"Eggs, Mushrooms, Shrimp","Eggs, Mushrooms, Shrimp, Herbs, Spices, Sugar, Cream","Vegetarian, Paleo","Prepare Eggs, Mushrooms, Shrimp. Cook with Eggs, Mushrooms, Shrimp, Herbs, Spices, Sugar, Cream. Season and serve.","Calories: 508, Protein: 20g, Carbs: 44g, Fat: 26g"
American Shrimp & Tomatoes Pilaf,American,Breakfast,Medium,63,79,4,"Shrimp, Tomatoes, Eggs","Shrimp, Tomatoes, Eggs, Olive Oil, Sugar, Spices, Garlic",Vegan,"Prepare Shrimp, Tomatoes, Eggs. Cook with Shrimp, Tomatoes, Eggs, Olive Oil, Sugar, Spices, Garlic. Season and serve.","Calories: 243, Protein: 22g, Carbs: 19g, Fat: 9g"
Middle Eastern Chicken Bowl,Middle Eastern,Breakfast,Medium,79,170,4,"Chicken, Shrimp, Pasta","Chicken, Shrimp, Pasta, Cream, Butter, Spices, Garlic","Kosher, Contains shellfish, Contains nuts","Prepare Chicken, Shrimp, Pasta. Cook with Chicken, Shrimp, Pasta, Cream, Butter, Spices, Garlic. Season and serve.","Calories: 585, Protein: 17g, Carbs: 29g, Fat: 29g"
American Pork & Tomatoes Pot Pie,American,Dinner,Hard,38,14,7,"Pork, Tomatoes, Potatoes","Pork, Tomatoes, Potatoes, Sugar, Cream, Yogurt, Olive Oil","Paleo, Gluten-free, Kosher","Prepare Pork, Tomatoes, Potatoes. Cook with Pork, Tomatoes, Potatoes, Sugar, Cream, Yogurt, Olive Oil. Season and serve.","Calories: 394, Protein: 22g, Carbs: 34g, Fat: 14g"
African Mushrooms Pilaf,African,Snacks,Medium,35,24,6,"Mushrooms, Chicken, Rice","Mushrooms, Chicken, Rice, Onion, Milk, Herbs, Chili","Contains shellfish, Vegan, Gluten-free","Prepare Mushrooms, Chicken, Rice. Cook with Mushrooms, Chicken, Rice, Onion, Milk, Herbs, Chili. Season and serve.","Calories: 201, Protein: 7g, Carbs: 28g, Fat: 27g"
French Pork Gratin,French,Snacks,Hard,5,101,3,"Pork, Rice, Potatoes","Pork, Rice, Potatoes, Cream, Spices, Milk, Herbs",Contains nuts,"Prepare Pork, Rice, Potatoes. Cook with Pork, Rice, Potatoes, Cream, Spices, Milk, Herbs. Season and serve.","Calories: 318, Protein: 27g, Carbs: 37g, Fat: 27g"
Italian Rice Cookies,Italian,Desserts,Medium,42,18,8,"Rice, Lentils, Pasta","Rice, Lentils, Pasta, Flour, Chili, Onion, Butter","Paleo, Vegan, Halal","Prepare Rice, Lentils, Pasta. Cook with Rice, Lentils, Pasta, Flour, Chili, Onion, Butter. Season and serve.","Calories: 546, Protein: 11g, Carbs: 70g, Fat: 16g"
Italian Lentils Pilaf,Italian,Dinner,Medium,43,165,8,"Lentils, Beef, Spinach","Lentils, Beef, Spinach, Olive Oil, Sugar, Yogurt, Cream","Contains nuts, Paleo, Gluten-free","Prepare Lentils, Beef, Spinach. Cook with Lentils, Beef, Spinach, Olive Oil, Sugar, Yogurt, Cream. Season and serve.","Calories: 381, Protein: 15g, Carbs: 28g, Fat: 16g"
Spanish Pasta Gazpacho,Spanish,Lunch,Medium,69,82,6,"Pasta, Tofu, Chicken","Pasta, Tofu, Chicken, Flour, Garlic, Sugar, Butter",Halal,"Prepare Pasta, Tofu, Chicken. Cook with Pasta, Tofu, Chicken, Flour, Garlic, Sugar, Butter. Season and serve.","Calories: 368, Protein: 28g, Carbs: 43g, Fat: 10g"
American Fish & Pork Skillet,American,Desserts,Easy,27,59,7,"Fish, Pork, Beef","Fish, Pork, Beef, Honey, Olive Oil, Chili, Cream","Contains shellfish, Kosher","Prepare Fish, Pork, Beef. Cook with Fish, Pork, Beef, Honey, Olive Oil, Chili, Cream. Season and serve.","Calories: 650, Protein: 13g, Carbs: 28g, Fat: 12g"
African Shrimp Skillet,African,Dinner,Easy,46,17,8,"Shrimp, Eggs, Spinach","Shrimp, Eggs, Spinach, Cream, Garlic, Herbs, Onion","Contains dairy, Paleo, Contains shellfish","Prepare Shrimp, Eggs, Spinach. Cook with Shrimp, Eggs, Spinach, Cream, Garlic, Herbs, Onion. Season and serve.","Calories: 565, Protein: 16g, Carbs: 39g, Fat: 8g"
Chinese Beef Roast,Chinese,Dinner,Easy,37,85,2,"Beef, Cheese, Mushrooms","Beef, Cheese, Mushrooms, Olive Oil, Flour, Spices, Garlic","Vegetarian, Contains dairy, Paleo","Prepare Beef, Cheese, Mushrooms. Cook with Beef, Cheese, Mushrooms, Olive Oil, Flour, Spices, Garlic. Season and serve.","Calories: 211, Protein: 16g, Carbs: 63g, Fat: 25g"
Vietnamese Mushrooms Bake,Vietnamese,Dinner,Easy,12,6,7,"Mushrooms, Tofu, Lentils","Mushrooms, Tofu, Lentils, Cream, Butter, Herbs, Onion","Vegan, Contains shellfish, Kosher","Prepare Mushrooms, Tofu, Lentils. Cook with Mushrooms, Tofu, Lentils, Cream, Butter, Herbs, Onion. Season and serve.","Calories: 520, Protein: 37g, Carbs: 23g, Fat: 6g"
Korean Shrimp Bulgogi,Korean,Breakfast,Hard,21,114,6,"Shrimp, Cheese, Spinach","Shrimp, Cheese, Spinach, Flour, Garlic, Milk, Spices","Paleo, Vegan, Kosher","Prepare Shrimp, Cheese, Spinach. Cook with Shrimp, Cheese, Spinach, Flour, Garlic, Milk, Spices. Season and serve.","Calories: 225, Protein: 31g, Carbs: 53g, Fat: 16g"
Mexican Tomatoes Skillet,Mexican,Dinner,Hard,36,31,6,"Tomatoes, Fish, Eggs","Tomatoes, Fish, Eggs, Honey, Chili, Sugar, Cream",Gluten-free,"Prepare Tomatoes, Fish, Eggs. Cook with Tomatoes, Fish, Eggs, Honey, Chili, Sugar, Cream. Season and serve.","Calories: 375, Protein: 32g, Carbs: 44g, Fat: 21g"
Korean Rice Wrap,Korean,Lunch,Hard,26,127,4,"Rice, Potatoes, Cheese","Rice, Potatoes, Cheese, Spices, Yogurt, Sugar, Butter",Halal,"Prepare Rice, Potatoes, Cheese. Cook with Rice, Potatoes, Cheese, Spices, Yogurt, Sugar, Butter. Season and serve.","Calories: 437, Protein: 5g, Carbs: 67g, Fat: 28g"
Vietnamese Beef Salad,Vietnamese,Lunch,Hard,14,75,2,"Beef, Spinach, Pasta","Beef, Spinach, Pasta, Spices, Olive Oil, Sugar, Garlic","Gluten-free, Contains shellfish, Contains dairy","Prepare Beef, Spinach, Pasta. Cook with Beef, Spinach, Pasta, Spices, Olive Oil, Sugar, Garlic. Season and serve.","Calories: 537, Protein: 6g, Carbs: 77g, Fat: 29g"
Vietnamese Shrimp Clay Pot,Vietnamese,Desserts,Medium,43,104,1,"Shrimp, Mushrooms, Rice","Shrimp, Mushrooms, Rice, Milk, Chili, Onion, Soy Sauce","Contains shellfish, Contains nuts","Prepare Shrimp, Mushrooms, Rice. Cook with Shrimp, Mushrooms, Rice, Milk, Chili, Onion, Soy Sauce. Season and serve.","Calories: 626, Protein: 39g, Carbs: 12g, Fat: 23g"
Vietnamese Tofu Salad,Vietnamese,Breakfast,Easy,80,100,6,"Tofu, Tomatoes, Mushrooms","Tofu, Tomatoes, Mushrooms, Honey, Herbs, Olive Oil, Cream","Vegan, Gluten-free, Kosher","Prepare Tofu, Tomatoes, Mushrooms. Cook with Tofu, Tomatoes, Mushrooms, Honey, Herbs, Olive Oil, Cream. Season and serve.","Calories: 522, Protein: 11g, Carbs: 17g, Fat: 10g"
American Shrimp Salad,American,Breakfast,Medium,79,159,7,"Shrimp, Pasta, Lentils","Shrimp, Pasta, Lentils, Honey, Cream, Milk, Soy Sauce","Low-carb, Kosher, Halal","Prepare Shrimp, Pasta, Lentils. Cook with Shrimp, Pasta, Lentils, Honey, Cream, Milk, Soy Sauce. Season and serve.","Calories: 411, Protein: 37g, Carbs: 22g, Fat: 23g"
Spanish Shrimp Bowl,Spanish,Dinner,Medium,53,174,8,"Shrimp, Eggs, Pasta","Shrimp, Eggs, Pasta, Flour, Soy Sauce, Herbs, Honey","Contains dairy, Contains nuts, Halal","Prepare Shrimp, Eggs, Pasta. Cook with Shrimp, Eggs, Pasta, Flour, Soy Sauce, Herbs, Honey. Season and serve.","Calories: 599, Protein: 24g, Carbs: 43g, Fat: 16g"
Korean Mushrooms Stir-Fry,Korean,Dinner,Medium,17,57,2,"Mushrooms, Pork, Spinach","Mushrooms, Pork, Spinach, Sugar, Cream, Herbs, Flour",Low-carb,"Prepare Mushrooms, Pork, Spinach. Cook with Mushrooms, Pork, Spinach, Sugar, Cream, Herbs, Flour. Season and serve.","Calories: 218, Protein: 36g, Carbs: 42g, Fat: 9g"
Thai Tofu Energy Balls,Thai,Snacks,Medium,20,122,1,"Tofu, Tomatoes, Pork","Tofu, Tomatoes, Pork, Honey, Butter, Yogurt, Garlic","Vegan, Halal","Prepare Tofu, Tomatoes, Pork. Cook with Tofu, Tomatoes, Pork, Honey, Butter, Yogurt, Garlic. Season and serve.","Calories: 548, Protein: 37g, Carbs: 64g, Fat: 19g"
French Beef Skillet,French,Lunch,Medium,37,142,4,"Beef, Pork, Potatoes","Beef, Pork, Potatoes, Milk, Yogurt, Chili, Honey","Gluten-free, Low-carb","Prepare Beef, Pork, Potatoes. Cook with Beef, Pork, Potatoes, Milk, Yogurt, Chili, Honey. Season and serve.","Calories: 522, Protein: 30g, Carbs: 75g, Fat: 22g"
Korean Cheese Kimchi Fried Rice,Korean,Breakfast,Easy,10,25,4,"Cheese, Shrimp, Rice","Cheese, Shrimp, Rice, Herbs, Butter, Olive Oil, Onion","Halal, Contains shellfish, Vegetarian","Prepare Cheese, Shrimp, Rice. Cook with Cheese, Shrimp, Rice, Herbs, Butter, Olive Oil, Onion. Season and serve.","Calories: 646, Protein: 12g, Carbs: 64g, Fat: 21g"
Chinese Beef Fried Rice,Chinese,Dinner,Easy,82,110,5,"Beef, Mushrooms, Chicken","Beef, Mushrooms, Chicken, Cream, Yogurt, Spices, Onion","Kosher, Contains shellfish","Prepare Beef, Mushrooms, Chicken. Cook with Beef, Mushrooms, Chicken, Cream, Yogurt, Spices, Onion. Season and serve.","Calories: 399, Protein: 20g, Carbs: 70g, Fat: 12g"
Chinese Pasta Salad,Chinese,Desserts,Medium,64,3,1,"Pasta, Beef, Mushrooms","Pasta, Beef, Mushrooms, Sugar, Honey, Flour, Soy Sauce",Contains shellfish,"Prepare Pasta, Beef, Mushrooms. Cook with Pasta, Beef, Mushrooms, Sugar, Honey, Flour, Soy Sauce. Season and serve.","Calories: 411, Protein: 21g, Carbs: 41g, Fat: 29g"
Vietnamese Spinach Bake,Vietnamese,Dinner,Medium,42,19,7,"Spinach, Tofu, Pasta","Spinach, Tofu, Pasta, Soy Sauce, Onion, Herbs, Spices","Contains dairy, Vegan","Prepare Spinach, Tofu, Pasta. Cook with Spinach, Tofu, Pasta, Soy Sauce, Onion, Herbs, Spices. Season and serve.","Calories: 662, Protein: 28g, Carbs: 78g, Fat: 8g"
French Fish Velouté,French,Lunch,Hard,81,49,6,"Fish, Pasta, Pork","Fish, Pasta, Pork, Garlic, Spices, Yogurt, Milk","Paleo, Gluten-free","Prepare Fish, Pasta, Pork. Cook with Fish, Pasta, Pork, Garlic, Spices, Yogurt, Milk. Season and serve.","Calories: 485, Protein: 39g, Carbs: 12g, Fat: 27g"
Spanish Tomatoes Salad,Spanish,Breakfast,Medium,26,4,7,"Tomatoes, Lentils, Shrimp","Tomatoes, Lentils, Shrimp, Sugar, Olive Oil, Herbs, Soy Sauce",Paleo,"Prepare Tomatoes, Lentils, Shrimp. Cook with Tomatoes, Lentils, Shrimp, Sugar, Olive Oil, Herbs, Soy Sauce. Season and serve.","Calories: 503, Protein: 20g, Carbs: 51g, Fat: 17g"
Japanese Lentils Energy Balls,Japanese,Snacks,Hard,90,0,3,"Lentils, Mushrooms, Cheese","Lentils, Mushrooms, Cheese, Cream, Olive Oil, Yogurt, Milk",Contains shellfish,"Prepare Lentils, Mushrooms, Cheese. Cook with Lentils, Mushrooms, Cheese, Cream, Olive Oil, Yogurt, Milk. Season and serve.","Calories: 551, Protein: 18g, Carbs: 74g, Fat: 23g"
Korean Potatoes Skillet,Korean,Snacks,Hard,63,174,6,"Potatoes, Lentils, Pasta","Potatoes, Lentils, Pasta, Onion, Olive Oil, Herbs, Sugar","Low-carb, Vegetarian, Contains nuts","Prepare Potatoes, Lentils, Pasta. Cook with Potatoes, Lentils, Pasta, Onion, Olive Oil, Herbs, Sugar. Season and serve.","Calories: 404, Protein: 24g, Carbs: 63g, Fat: 19g"
Vietnamese Pork Bake,Vietnamese,Dinner,Hard,17,161,4,"Pork, Rice, Shrimp","Pork, Rice, Shrimp, Garlic, Herbs, Chili, Yogurt","Low-carb, Contains dairy","Prepare Pork, Rice, Shrimp. Cook with Pork, Rice, Shrimp, Garlic, Herbs, Chili, Yogurt. Season and serve.","Calories: 514, Protein: 9g, Carbs: 20g, Fat: 16g"
American Lentils BBQ,American,Dinner,Hard,75,122,4,"Lentils, Cheese, Shrimp","Lentils, Cheese, Shrimp, Onion, Spices, Olive Oil, Honey","Low-carb, Gluten-free","Prepare Lentils, Cheese, Shrimp. Cook with Lentils, Cheese, Shrimp, Onion, Spices, Olive Oil, Honey. Season and serve.","Calories: 316, Protein: 35g, Carbs: 58g, Fat: 29g"
Mediterranean Chicken Skewers,Mediterranean,Breakfast,Easy,47,139,5,"Chicken, Potatoes, Cheese","Chicken, Potatoes, Cheese, Honey, Yogurt, Onion, Chili",Contains dairy,"Prepare Chicken, Potatoes, Cheese. Cook with Chicken, Potatoes, Cheese, Honey, Yogurt, Onion, Chili. Season and serve.","Calories: 590, Protein: 30g, Carbs: 76g, Fat: 26g"
Spanish Chicken Roast,Spanish,Dinner,Hard,27,53,3,"Chicken, Tofu, Tomatoes","Chicken, Tofu, Tomatoes, Butter, Olive Oil, Cream, Onion","Gluten-free, Low-carb, Vegan","Prepare Chicken, Tofu, Tomatoes. Cook with Chicken, Tofu, Tomatoes, Butter, Olive Oil, Cream, Onion. Season and serve.","Calories: 574, Protein: 27g, Carbs: 57g, Fat: 18g"
Spanish Beef Fabada,Spanish,Snacks,Easy,53,94,8,"Beef, Pasta, Spinach","Beef, Pasta, Spinach, Butter, Yogurt, Flour, Chili",Vegan,"Prepare Beef, Pasta, Spinach. Cook with Beef, Pasta, Spinach, Butter, Yogurt, Flour, Chili. Season and serve.","Calories: 681, Protein: 40g, Carbs: 51g, Fat: 15g"
Chinese Shrimp Dumplings,Chinese,Breakfast,Easy,78,12,5,"Shrimp, Lentils, Cheese","Shrimp, Lentils, Cheese, Onion, Flour, Chili, Yogurt","Vegan, Paleo, Gluten-free","Prepare Shrimp, Lentils, Cheese. Cook with Shrimp, Lentils, Cheese, Onion, Flour, Chili, Yogurt. Season and serve.","Calories: 613, Protein: 36g, Carbs: 70g, Fat: 9g"
Spanish Pork Fabada,Spanish,Breakfast,Medium,23,23,3,"Pork, Fish, Potatoes","Pork, Fish, Potatoes, Chili, Honey, Cream, Sugar","Kosher, Contains nuts, Contains dairy","Prepare Pork, Fish, Potatoes. Cook with Pork, Fish, Potatoes, Chili, Honey, Cream, Sugar. Season and serve.","Calories: 685, Protein: 5g, Carbs: 57g, Fat: 12g"
Korean Pork Stir-Fry,Korean,Desserts,Medium,25,2,4,"Pork, Cheese, Fish","Pork, Cheese, Fish, Flour, Olive Oil, Honey, Yogurt","Vegan, Gluten-free, Contains nuts","Prepare Pork, Cheese, Fish. Cook with Pork, Cheese, Fish, Flour, Olive Oil, Honey, Yogurt. Season and serve.","Calories: 511, Protein: 6g, Carbs: 50g, Fat: 9g"
Mexican Rice Casserole,Mexican,Snacks,Medium,8,42,5,"Rice, Eggs, Fish","Rice, Eggs, Fish, Honey, Onion, Butter, Sugar","Kosher, Low-carb","Prepare Rice, Eggs, Fish. Cook with Rice, Eggs, Fish, Honey, Onion, Butter, Sugar. Season and serve.","Calories: 326, Protein: 21g, Carbs: 45g, Fat: 11g"
African Mushrooms Bake,African,Desserts,Easy,74,13,5,"Mushrooms, Chicken, Tomatoes","Mushrooms, Chicken, Tomatoes, Sugar, Chili, Onion, Cream","Low-carb, Vegetarian, Paleo","Prepare Mushrooms, Chicken, Tomatoes. Cook with Mushrooms, Chicken, Tomatoes, Sugar, Chili, Onion, Cream. Season and serve.","Calories: 454, Protein: 31g, Carbs: 31g, Fat: 28g"
Mediterranean Tomatoes Casserole,Mediterranean,Dinner,Easy,26,72,6,"Tomatoes, Beef, Mushrooms","Tomatoes, Beef, Mushrooms, Spices, Sugar, Flour, Yogurt","Contains shellfish, Contains dairy, Gluten-free","Prepare Tomatoes, Beef, Mushrooms. Cook with Tomatoes, Beef, Mushrooms, Spices, Sugar, Flour, Yogurt. Season and serve.","Calories: 389, Protein: 33g, Carbs: 63g, Fat: 24g"
Spanish Beef Bake,Spanish,Snacks,Medium,57,3,8,"Beef, Tomatoes, Lentils","Beef, Tomatoes, Lentils, Olive Oil, Butter, Chili, Yogurt",Halal,"Prepare Beef, Tomatoes, Lentils. Cook with Beef, Tomatoes, Lentils, Olive Oil, Butter, Chili, Yogurt. Season and serve.","Calories: 347, Protein: 23g, Carbs: 16g, Fat: 29g"
Indian Mushrooms Roast,Indian,Lunch,Medium,56,32,6,"Mushrooms, Shrimp, Tofu","Mushrooms, Shrimp, Tofu, Chili, Soy Sauce, Spices, Cream",Gluten-free,"Prepare Mushrooms, Shrimp, Tofu. Cook with Mushrooms, Shrimp, Tofu, Chili, Soy Sauce, Spices, Cream. Season and serve.","Calories: 653, Protein: 10g, Carbs: 76g, Fat: 28g"
Spanish Mushrooms Skillet,Spanish,Dinner,Medium,41,19,4,"Mushrooms, Shrimp, Chicken","Mushrooms, Shrimp, Chicken, Flour, Sugar, Soy Sauce, Spices","Vegan, Gluten-free, Paleo","Prepare Mushrooms, Shrimp, Chicken. Cook with Mushrooms, Shrimp, Chicken, Flour, Sugar, Soy Sauce, Spices. Season and serve.","Calories: 344, Protein: 17g, Carbs: 33g, Fat: 26g"
African Rice Groundnut Stew,African,Snacks,Hard,42,126,6,"Rice, Fish, Shrimp","Rice, Fish, Shrimp, Milk, Onion, Herbs, Olive Oil","Contains dairy, Vegan","Prepare Rice, Fish, Shrimp. Cook with Rice, Fish, Shrimp, Milk, Onion, Herbs, Olive Oil. Season and serve.","Calories: 263, Protein: 37g, Carbs: 55g, Fat: 7g"
Korean Beef Breakfast Bowl,Korean,Breakfast,Medium,38,30,4,"Beef, Fish, Tofu","Beef, Fish, Tofu, Soy Sauce, Flour, Herbs, Sugar","Contains shellfish, Gluten-free, Contains nuts","Prepare Beef, Fish, Tofu. Cook with Beef, Fish, Tofu, Soy Sauce, Flour, Herbs, Sugar. Season and serve.","Calories: 371, Protein: 19g, Carbs: 13g, Fat: 17g"
French Cheese Pilaf,French,Breakfast,Easy,56,38,1,"Cheese, Eggs, Tofu","Cheese, Eggs, Tofu, Yogurt, Soy Sauce, Butter, Sugar","Low-carb, Paleo","Prepare Cheese, Eggs, Tofu. Cook with Cheese, Eggs, Tofu, Yogurt, Soy Sauce, Butter, Sugar. Season and serve.","Calories: 674, Protein: 14g, Carbs: 60g, Fat: 27g"
Thai Lentils Bites,Thai,Snacks,Hard,78,3,4,"Lentils, Tomatoes, Rice","Lentils, Tomatoes, Rice, Chili, Milk, Cream, Herbs","Contains nuts, Contains dairy, Low-carb","Prepare Lentils, Tomatoes, Rice. Cook with Lentils, Tomatoes, Rice, Chili, Milk, Cream, Herbs. Season and serve.","Calories: 321, Protein: 36g, Carbs: 53g, Fat: 10g"
American Potatoes Stew,American,Breakfast,Hard,62,105,4,"Potatoes, Rice, Cheese","Potatoes, Rice, Cheese, Soy Sauce, Herbs, Milk, Cream","Paleo, Vegan, Contains dairy","Prepare Potatoes, Rice, Cheese. Cook with Potatoes, Rice, Cheese, Soy Sauce, Herbs, Milk, Cream. Season and serve.","Calories: 301, Protein: 20g, Carbs: 15g, Fat: 16g"
Korean Chicken Soup,Korean,Desserts,Easy,90,123,5,"Chicken, Eggs, Pork","Chicken, Eggs, Pork, Butter, Cream, Sugar, Spices",Contains dairy,"Prepare Chicken, Eggs, Pork. Cook with Chicken, Eggs, Pork, Butter, Cream, Sugar, Spices. Season and serve.","Calories: 639, Protein: 22g, Carbs: 73g, Fat: 30g"
Vietnamese Mushrooms & Spinach Vermicelli Bowl,Vietnamese,Dinner,Medium,49,102,1,"Mushrooms, Spinach, Shrimp","Mushrooms, Spinach, Shrimp, Olive Oil, Chili, Butter, Sugar","Gluten-free, Kosher, Low-carb","Prepare Mushrooms, Spinach, Shrimp. Cook with Mushrooms, Spinach, Shrimp, Olive Oil, Chili, Butter, Sugar. Season and serve.","Calories: 488, Protein: 36g, Carbs: 49g, Fat: 22g"
American Rice Breakfast Bowl,American,Breakfast,Hard,60,22,1,"Rice, Mushrooms, Tofu","Rice, Mushrooms, Tofu, Flour, Chili, Garlic, Spices",Contains nuts,"Prepare Rice, Mushrooms, Tofu. Cook with Rice, Mushrooms, Tofu, Flour, Chili, Garlic, Spices. Season and serve.","Calories: 563, Protein: 14g, Carbs: 31g, Fat: 20g"
Middle Eastern Pasta Brownies,Middle Eastern,Desserts,Easy,67,60,3,"Pasta, Shrimp, Chicken","Pasta, Shrimp, Chicken, Flour, Olive Oil, Cream, Soy Sauce","Kosher, Paleo","Prepare Pasta, Shrimp, Chicken. Cook with Pasta, Shrimp, Chicken, Flour, Olive Oil, Cream, Soy Sauce. Season and serve.","Calories: 374, Protein: 10g, Carbs: 36g, Fat: 24g"
